2012年家户号,2011-2012全部家庭纯收入,同灶吃饭成员的总人数
510133,22790,2
510135,84700,3
510138,39600,5
510141,84240,3
510145,91472,4
510148,25000,3
510150,66260,6
510154,3525,2
510156,40350,5
510158,33720,3
510159,37880,4
510160,5300,3
510162,4780,2
510163,56510,2
510165,35450,5
510166,32940,5
510170,72600,6
510172,70650,5
510174,79361,4
510175,34010,4
510176,22655,3
510177,27101,2
510178,128540,3
510179,13830,5
510180,41115,5
510182,4221,3
510183,34776,3
510184,2349,2
510186,25550,3
510187,11965,3
510188,3721,2
510189,13480,4
510191,14590,5
510193,3361,3
510194,19542,3
510195,8000,3
510197,66201,5
510198,25232,4
510199,26474,3
510203,3834,2
510204,52211,5
510206,12290,4
510210,1500,1
510211,900,3
510212,8200,3
510214,4900,2
510215,46000,3
510217,43200,3
510218,55200,3
510219,12200,5
510220,40600,2
510221,6600,2
510223,49301,5
510224,44800,5
510225,4200,2
510228,9700,3
510229,9302,3
510230,8621,2
510231,82581,5
510233,16500,5
510234,38100,3
510235,7800,2
510237,67900,3
510238,4800,1
510239,6714,2
510240,16910,2
510242,4350,1
510244,23750,2
510245,7640,5
510246,12221,2
510247,13600,2
510248,22060,5
510249,18350,6
510252,1450,2
510253,3295,1
510254,7985,2
510256,27830,2
510257,3620,2
510258,5500,2
510259,5390,6
510261,19674,3
510263,32600,2
510265,550,4
510268,45300,4
510270,8217,4
510273,5160,2
510276,4000,3
510277,40000,5
510278,7054,2
510279,400,4
510281,5000,2
510282,1200,1
510285,3733,5
510286,2770,5
510287,2000,2
510288,7700,3
510289,810,6
510291,2400,1
510292,3900,2
510295,14230,3
510296,75996,3
510298,10520,2
510302,32100,4
510304,16361,3
510311,1600,2
510312,20400,2
510313,41200,2
510316,1200,2
510317,1000,2
510319,76812,4
510325,5080,4
510327,22645,2
510328,95980,3
510329,6911,4
510330,2051,5
510331,21661,5
510333,2051,2
510335,3051,4
510337,8900,6
510339,14801,6
510340,8511,4
510341,55200,5
510342,20671,6
510344,75031,5
510347,173130,6
510348,7131,7
510350,18200,4
510351,1220,2
510352,38701,4
510353,3200,5
510354,30799,8
510355,5960,9
510356,28640,7
510357,20100,6
510358,10360,4
510359,36814,9
510360,29220,7
510361,79600,5
510362,83200,6
510363,88100,7
510365,64900,5
510366,103200,12
510367,7700,9
510368,19895,4
510369,77401,7
510370,2900,3
510371,9851,6
510372,31300,6
510373,19001,9
510374,19400,5
510375,29201,8
510376,24801,7
510377,3501,8
510378,18981,6
510379,15001,9
510380,27300,8
510381,800,2
510382,2200,4
510384,700,4
510385,1500,4
510386,2450,7
510388,22400,4
510389,2200,5
510390,1900,7
510391,7500,7
510393,3980,4
510394,3800,8
510397,8200,3
510398,3601,10
510401,6400,7
510402,1600,4
510403,1000,6
510404,5601,8
510405,2940,4
510407,3401,6
510408,2300,7
510409,5300,3
510410,10400,9
510411,11100,6
510413,600,4
510415,3800,8
510416,6270,7
510418,12300,7
510419,1800,4
510420,10200,7
510421,4100,5
510422,2640,5
510423,4091,5
510424,4970,7
510425,43700,6
510426,2475,6
510427,6800,5
510429,2350,3
510431,3600,5
510432,7190,8
510433,4690,5
510434,3100,6
510436,7000,8
510554,36800,2
510556,26808,1
510562,23520,1
510566,19200,3
510567,55120,4
510568,19200,3
510569,34000,3
510570,24000,3
510574,40076,3
510577,13320,3
510579,27080,7
510581,91000,3
510588,77281,3
510589,3301,3
510590,31831,5
510591,6300,4
510592,505,4
510593,280,5
510594,2700,3
510595,58401,4
510596,14721,2
510597,15100,4
510598,1401,2
510599,5120,5
510600,12425,5
510602,4160,6
510604,2300,6
510605,2220,5
510607,1361,2
510608,501,6
510610,6651,4
510611,26302,4
510612,7601,4
510613,2320,2
510614,44540,5
510615,2600,6
510616,27600,5
510617,43600,6
510618,37600,6
510620,1610,3
510621,23480,3
510622,7600,5
510623,42000,5
510627,25300,3
510630,46750,4
510632,18040,6
510635,14300,5
510637,70000,5
510642,36000,3
510643,1200,6
510645,9300,3
510647,63100,7
510648,43940,2
510649,21000,2
510651,11660,4
510653,2100,2
510654,4200,4
510656,15980,3
510657,7200,6
510658,14850,4
510659,2400,3
510661,5100,4
510664,7200,4
510665,15300,6
510666,11500,7
510667,13020,4
510668,5000,6
510790,36700,5
510795,1085,4
510796,11650,2
510798,5920,2
510800,21940,2
510801,280,1
510802,90650,5
510803,5850,2
510808,5000,3
510811,27900,3
510813,20070,3
510816,11200,3
510817,36800,4
510818,2000,2
510820,11590,4
510821,1870,4
510822,17100,4
510824,11500,4
510825,1700,1
510826,33000,2
510828,11995,5
510829,7700,8
510831,50980,5
510832,36080,3
510833,1200,2
510835,3200,2
510836,43660,2
510837,14630,3
510838,15810,4
510841,4760,4
510842,5302,2
510843,12913,2
510847,2200,2
510849,2360,1
510851,13200,6
510853,57530,3
510854,72680,7
510855,73080,3
510856,107470,4
510857,20190,4
510858,48350,6
510859,38420,3
510861,1950,2
510862,87427,3
510866,700,1
510867,3300,5
510868,56180,4
510870,17860,4
510871,2900,2
510872,2140,3
510873,1750,2
510874,33475,3
510876,62200,5
510877,752040,3
510878,97300,5
510879,8700,3
510882,19900,4
510884,23350,3
510887,12680,1
510889,11831,2
510892,6160,4
510893,40660,2
510895,19500,2
510896,38700,3
510898,6200,2
510899,17700,5
510900,21470,2
510904,2850,6
510905,54350,5
510911,49900,6
510912,34280,9
510913,85000,5
510915,128000,5
510916,101490,9
510917,2200,2
510918,2039,2
510919,1700,5
510920,29421,8
510921,2300,8
510924,6203,6
510925,2430,4
510928,10480,10
510932,34600,2
510933,26600,2
510935,24400,3
510941,31680,2
510945,17450,3
510946,56416,3
510947,32430,4
510950,62400,8
510953,72010,4
510954,9600,3
510955,2150,4
510956,34700,4
510957,109800,2
510958,181760,4
510960,51624,5
510961,40950,3
510962,2220,2
510963,9170,2
510964,1570,2
510965,35040,5
510966,3110,2
510967,9800,4
510968,51300,3
510969,4571,4
510970,1140,2
510971,14851,3
510972,82100,2
510973,12951,3
510975,3321,3
510976,42790,2
510977,400,2
510981,3800,2
510982,15300,3
510983,4400,6
510984,3200,3
510987,11221,5
510989,86160,5
510990,31650,4
510991,77080,3
510994,63180,4
510995,50480,3
510996,22970,5
510997,80320,5
510998,35070,7
511002,538,3
511004,31650,5
511005,46500,5
511007,92811,5
511009,11850,3
511010,40,1
511011,62100,7
511012,68785,3
511014,38440,3
511015,164440,4
511018,61400,3
511022,25200,3
511023,7440,3
511025,57600,2
511029,50400,2
511030,27600,5
511032,21000,3
511039,51600,5
511041,59600,4
511042,27200,5
511049,1000,1
511052,29100,6
511054,1200,1
511055,8000,2
511056,39101,5
511060,29000,4
515450,4260,2
518579,30000,3
520002,49040,5
520003,33590,5
520004,30580,2
520006,55575,6
520007,34900,4
520008,17542,3
520010,5045,2
520012,54800,6
520016,14930,4
520017,36130,4
520020,42500,4
520021,10180,5
520023,1120,2
520024,70370,5
520025,8110,2
520027,52380,4
520028,118130,12
520030,69352,6
520032,10200,2
520034,2895,4
520035,17980,5
520036,23170,3
520037,50330,6
520039,23500,8
520042,54600,4
520043,11148,2
520044,86240,5
520045,68090,5
520046,2150,2
520047,3280,4
520049,14300,3
520050,32580,4
520052,4700,1
520055,79540,6
520057,40290,10
520058,5950,5
520059,21300,5
520061,800,2
520062,24365,7
520063,1600,2
520065,4000,4
520067,11220,6
520068,4700,6
520071,16000,6
520072,8200,2
520073,13081,10
520074,80,7
520075,15300,4
520078,36000,4
520079,7371,6
520080,18821,4
520086,2975,7
520089,700,6
520090,40429,7
520091,11490,2
520094,67165,8
520095,15309,5
520099,47300,4
520100,1200,2
520108,31261,6
520110,37400,2
520111,15450,4
520114,97600,5
520115,4920,5
520116,116000,3
520120,225088,5
520122,55000,3
520129,99756,4
520133,24780,5
520134,6000,1
520135,4000,4
520136,77600,4
520140,48100,3
520141,11150,4
520142,7950,4
520143,26150,5
520144,4920,6
520145,33860,4
520146,72480,6
520147,43520,4
520148,10150,3
520149,117200,6
520151,29320,6
520152,14680,5
520153,9340,6
520154,29600,5
520155,9530,6
520156,26136,4
520157,1900,5
520158,5250,5
520159,400,5
520160,9780,6
520161,12370,4
520162,25820,5
520163,7400,3
520164,4750,5
520166,51010,2
520167,13910,5
520168,37730,6
520169,46200,11
520170,53600,5
520171,72920,7
520173,27900,5
520174,59710,4
520175,61700,6
520178,14675,5
520179,34520,7
520180,19600,7
520181,7730,3
520183,33375,7
520184,43775,4
520185,360,3
520186,16630,5
520187,12485,4
520188,51800,7
520189,41600,5
520190,28280,4
520191,13700,4
520192,29440,5
520193,35300,4
520195,2720,4
520196,14450,8
520197,382710,5
520198,37770,5
520199,34225,8
520200,55690,6
520201,90610,7
520202,28860,7
520203,18041,7
520204,7900,3
520206,22676,8
520207,12450,5
520208,14580,5
520210,21086,6
520211,3015,7
520213,17735,7
520214,1280,4
520215,62800,6
520216,27850,5
520217,5702,9
520218,4101,4
520219,18101,5
520220,32210,11
520221,5301,5
520228,8400,4
520231,11000,2
520233,81300,3
520241,60000,3
520242,15600,3
520243,15668,3
520245,137136,5
520252,25516,2
520253,54000,6
520254,80000,3
520260,86000,3
520266,20240,5
520269,56400,3
520274,94800,3
520275,49200,3
520277,45000,5
520279,38400,2
520280,84020,5
520282,48250,6
520285,90008,4
520289,12480,6
520290,26500,4
520291,30000,9
520294,13980,6
520297,7280,4
520298,43900,5
520300,12000,5
520301,50870,6
520302,28600,7
520303,500,1
520304,15600,6
520305,12400,3
520307,48800,5
520310,6100,3
520313,4000,2
520317,15520,8
520318,71360,7
520321,900,5
520322,470,8
520323,11104,6
520330,200,5
520331,23511,3
520332,9017,6
520335,12320,3
520338,43120,5
520342,20000,4
520343,1200,1
520344,56070,6
520345,300,3
520348,59300,5
520350,21900,3
520358,480,4
520359,22000,5
520361,64400,4
520363,7100,6
520364,51000,4
520365,2701,6
520366,200,4
520367,4200,5
520368,260,1
520370,33381,3
520371,1200,2
520372,35000,6
520376,3201,7
520377,22400,4
520378,4200,7
520379,1401,4
520380,11500,3
520381,13830,4
520382,4540,3
520383,1500,9
520384,5400,9
520386,130040,4
520387,26640,8
520388,79886,9
520389,3200,8
520391,3091,5
520392,1200,3
520393,115201,6
520394,20,6
520395,1500,10
520396,2580,6
520397,3430,3
520399,10900,4
520400,117000,4
520401,33880,4
520402,60450,3
520405,4601,2
520408,10920,4
520409,25500,5
520410,18726,4
520412,17100,7
520413,4200,2
520414,19360,4
520417,8700,4
520418,39100,5
520420,6040,3
520421,65340,4
520422,15066,2
520423,5300,6
520424,7800,8
520425,3400,4
520426,10070,4
520427,15450,4
520435,3600,2
520436,22400,7
520437,11110,3
520438,18700,1
520440,4500,2
520442,21000,4
520443,5170,5
520446,6800,7
520461,29010,7
520462,104600,5
520463,25000,3
520465,56570,5
520467,12160,5
520468,36250,7
520469,26391,3
520470,1260,5
520471,16700,2
520472,2000,4
520473,43100,5
520474,138000,5
520475,10530,5
520476,720,4
520477,70140,11
520479,17380,5
520480,45401,6
520481,14001,5
520483,2400,2
520484,13261,4
520485,59751,6
520486,10200,3
520487,33300,5
520488,8801,5
520489,25101,5
520490,24671,5
520491,6901,4
520493,1200,5
520494,2065,5
520496,12500,6
520497,17285,5
520499,45640,9
520500,48710,3
520501,62120,5
520502,46050,3
520503,55621,5
520504,15975,4
520505,14420,4
520506,9125,2
520508,20650,5
520509,60270,4
520510,18750,8
520513,68500,3
520515,31290,2
520516,1650,2
520517,41850,5
520519,43520,3
520520,57245,4
520521,11820,5
520523,680,1
520524,92801,5
520525,8201,5
520526,3000,2
520527,9545,7
520528,9771,2
520529,20410,4
520530,951,3
520531,18251,4
520532,31510,7
520533,30771,5
520534,72000,6
520535,15300,5
520536,1461,1
520537,18516,4
520538,15400,5
520540,16241,3
520541,20551,5
520542,5386,4
520543,6700,6
520544,4940,6
520547,32530,4
520548,1321,3
520550,38710,8
520552,54090,4
520553,3470,5
520554,83010,8
520555,3630,5
520556,52530,6
520557,29420,6
520558,49050,6
520559,16300,2
520561,3920,6
520562,70625,5
520564,12800,5
520565,85290,4
520566,64790,3
520567,2700,7
520569,21300,4
520572,50000,3
520574,5900,2
520575,1400,4
520576,125030,4
520577,40075,6
520578,30310,6
520579,49390,4
520580,45140,7
520701,42000,2
522684,8100,7
523690,9200,2
526068,20500,2
530002,28620,5
530003,5080,3
530004,91100,5
530005,58880,4
530006,33600,6
530007,57760,4
530008,14250,4
530009,61200,6
530010,22000,3
530013,47700,6
530014,7460,3
530015,400,5
530016,12060,3
530018,33800,5
530020,82700,6
530021,10201,8
530022,10980,4
530023,10870,5
530024,39090,5
530026,22250,6
530027,43701,5
530029,6322,5
530030,15200,4
530032,5220,4
530033,85200,5
530036,70200,3
530039,113700,6
530040,3630,4
530041,21190,5
530042,8020,3
530043,10100,4
530046,13600,4
530048,80,6
530051,15110,5
530053,7294,5
530055,47450,4
530056,300,2
530057,17301,3
530058,91600,6
530060,17500,4
530061,14681,4
530062,95121,4
530063,64800,4
530064,59100,5
530065,29801,6
530067,32320,4
530069,78501,5
530071,37401,6
530072,222020,9
530073,83301,5
530075,20101,3
530076,3301,6
530077,38800,5
530078,23801,4
530079,33121,5
530080,10500,3
530081,13800,5
530085,4960,2
530086,171500,5
530088,4070,6
530089,49455,4
530090,124970,5
530091,31700,5
530094,1200,5
530095,11000,4
530096,9130,3
530105,89800,4
530113,30000,3
530115,83000,5
530117,15200,5
530119,5190,2
530120,13200,2
530121,440,3
530122,8300,6
530123,15411,6
530124,90,2
530125,5501,2
530126,33855,5
530127,9200,6
530129,4800,4
530130,30500,5
530131,52600,6
530132,59800,4
530133,50401,3
530134,7800,2
530135,1500,4
530136,51020,3
530137,12300,4
530138,26241,6
530139,200,5
530140,32100,5
530141,3592,4
530142,200,2
530143,39900,4
530144,1900,3
530145,8501,4
530147,6120,3
530149,1760,6
530150,20070,4
530152,144516,5
530153,12721,6
530154,4440,3
530155,22800,4
530156,44370,6
530157,4375,1
530158,52819,7
530161,37011,4
530163,30740,3
530165,67221,5
530166,133920,4
530167,39790,2
530168,17540,4
530170,7021,6
530171,1710,1
530172,46830,9
530173,8410,2
530174,49800,3
530175,5500,5
530176,36600,5
530177,26156,5
530178,20380,6
530179,54341,6
530180,8501,6
530181,19351,4
530182,52291,4
530183,93701,6
530184,15301,4
530186,40500,4
530187,3551,3
530192,800,2
530193,3600,3
530194,3081,5
530197,24800,3
530199,17051,3
530200,13401,5
530201,72344,7
530202,7400,2
530203,49991,4
530204,3390,2
530205,9050,4
530207,40371,4
530208,17440,4
530209,73090,4
530210,48201,3
530211,14090,3
530212,100850,4
530213,18800,5
530214,5360,3
530215,26300,2
530216,71810,4
530217,34170,3
530218,1820,4
530219,6228,5
530220,30530,4
530221,13840,4
530222,35749,2
530223,34940,3
530225,9551,3
530226,21200,4
530227,59837,4
530228,31090,3
530229,2100,2
530230,72200,4
530231,35490,5
530232,54604,5
530233,21530,5
530235,29100,7
530237,13600,6
530238,8290,4
530239,3740,4
530241,69050,5
530242,2200,4
530243,29400,5
530245,300,4
530246,4201,2
530247,2800,4
530248,7000,2
530251,6200,5
530253,112301,7
530254,33930,4
530255,11320,5
530256,14670,5
530257,3510,4
530258,13020,3
530259,21250,5
530262,9000,6
530263,800,4
530264,3510,2
530266,33200,5
530267,10500,4
530268,1600,6
530269,3360,4
530270,34100,2
530271,22000,4
530272,25500,4
530274,6250,2
530275,5400,5
530276,3370,3
530277,89960,4
530278,28700,5
530279,14000,3
530280,42000,8
530283,23380,4
530286,24510,4
530287,42460,5
530288,57577,4
530289,78371,7
530290,25001,4
530291,68951,7
530292,22110,4
530293,26940,6
530294,2311,5
530295,35961,7
530296,1,5
530297,2401,7
530298,21200,5
530299,2700,3
530300,39000,5
530301,80960,4
530302,80200,4
530303,35001,2
530304,11075,4
530305,138000,6
530306,51060,6
530307,36681,5
530309,6300,4
530310,47740,10
530311,1100,2
530312,14501,4
530314,59700,4
530315,13701,4
530316,90500,4
530318,238800,6
530319,32600,4
530320,26680,6
530321,40800,3
530322,9600,4
530323,2300,5
530324,200,4
530327,47800,5
530328,2235,3
530329,2100,4
530330,6801,4
530333,33100,3
530334,33900,2
530335,76700,7
530336,11001,4
530337,24960,6
530339,2850,1
530340,9901,4
530341,59901,5
530344,17900,5
530345,4801,3
530346,8000,4
530347,25300,3
530348,23900,3
530350,25600,3
530351,38700,2
530353,5600,7
530354,64700,4
530355,27501,4
530356,49000,6
530357,31800,5
530359,11500,4
530361,32100,6
530363,400,3
530367,42200,3
530368,13200,4
530369,29400,5
530370,34701,6
530371,37360,4
530373,23101,4
530374,14400,5
530375,1211,8
530376,7201,7
530377,25209,3
530380,78100,3
530381,4101,4
530382,5001,4
530383,1300,5
530384,5800,6
530386,52101,5
530387,26761,5
530388,38601,4
530389,10300,4
530391,5100,5
530392,35060,3
530393,31600,6
530394,7850,5
530396,2801,3
530397,65080,4
530399,103080,4
530401,224950,5
530402,11550,4
530403,149640,6
530404,540,3
530405,11060,4
530406,79320,5
530408,27986,6
530409,93750,6
530410,34380,5
530411,500,1
530412,95350,5
530415,79200,4
530416,3900,2
530417,71476,4
530418,8871,2
530419,17070,3
530420,100,2
530421,19560,5
530422,200,5
530423,18640,4
530424,28900,4
530426,32000,3
530428,20160,4
530429,22500,3
530430,91600,9
530431,15300,3
530433,82544,5
530434,50000,3
530436,43140,4
530439,19200,1
530443,30000,2
530445,60800,3
530447,33452,4
530448,48800,5
530450,48000,3
530451,21900,3
530452,32000,2
530454,63800,4
530455,16700,7
530456,25000,3
531317,40700,2
531344,75000,4
533212,4200,2
533728,12000,1
534803,6000,4
535419,14400,1
535549,22341,3
535704,16500,4
535887,10100,4
536097,2500,1
543350,53600,2
543488,21000,7
544225,16000,5
544909,24620,2
546249,5000,3
551867,7800,3
553427,44000,2
556126,54000,1
571424,17868,1
572716,12400,4
577479,55000,2
578751,28000,2
579504,18000,4
580199,6900,4
580483,1000,3
586323,30950,4
586593,66600,2
592726,20000,4
594944,36400,1
595254,13200,1
595663,63040,2
596695,15700,3
600365,30000,2
601138,28800,6
604110,19200,1
608158,22620,3
608848,4320,3
609068,36350,3
610001,14000,1
610002,20000,3
610003,10362,2
610004,45100,2
610005,1842,2
610006,9060,2
610007,2220,1
610008,1270,1
610009,136950,6
610011,11854,2
610013,37405,3
610014,40680,4
610015,24897,2
610016,41150,5
610017,89600,4
610018,1960,1
610019,15685,3
610020,250,4
610021,45312,3
610022,104630,6
610023,33700,2
610024,67352,3
610025,11250,1
610026,17260,3
610027,31650,3
610028,6426,2
610029,1200,4
610030,21400,2
610031,13390,2
610032,2465,4
610035,1300,2
610036,1150,3
610037,33700,3
610038,6560,2
610039,23460,4
610040,7204,2
610041,21620,2
610042,17700,3
610043,10940,3
610044,54100,3
610045,30550,3
610046,19000,3
610047,20620,6
610048,9080,1
610049,3480,2
610050,11150,4
610051,9500,4
610052,10880,1
610054,168581,5
610055,16800,4
610056,43000,4
610057,139000,6
610058,39500,5
610060,86000,4
610061,13160,4
610062,209000,6
610063,20900,3
610064,150650,3
610065,19700,5
610066,9800,3
610067,82950,4
610068,16000,3
610069,15801,4
610071,55600,6
610072,59000,5
610074,56401,9
610077,191270,11
610078,12600,4
610079,87601,9
610080,900,5
610081,3740,2
610082,18971,4
610083,102801,6
610085,12000,4
610086,67000,9
610089,17800,4
610090,44900,6
610091,42200,4
610094,5250,2
610096,15960,6
610097,3490,6
610098,22400,4
610099,31300,3
610100,43500,4
610101,75700,6
610102,14801,6
610103,14300,9
610105,33000,5
610106,4400,3
610107,21200,4
610108,27700,3
610109,9000,5
610110,47800,4
610112,6360,3
610115,20000,5
610116,95500,3
610118,44800,5
610119,53770,4
610120,80520,4
610122,8000,3
610123,28000,6
610124,52000,3
610125,30000,5
610128,5650,4
610129,180,7
610131,65400,4
610134,4910,6
610138,58240,6
610139,51200,6
610140,27400,4
610141,60100,7
610143,18057,8
610146,10320,3
610147,107210,4
610148,84520,4
610151,47640,2
610152,6500,3
610154,36000,1
610157,86400,5
610159,49200,5
610163,14160,3
610167,38600,4
610168,95360,3
610171,39000,2
610175,13680,3
610180,4120,4
610182,58100,3
610183,17000,6
610185,38300,6
610188,50000,3
610189,26140,2
610190,15000,5
610191,26200,5
610195,22110,4
610196,200,4
610199,700,5
610200,82520,5
610202,2800,5
610204,37000,5
610205,36240,4
610206,4050,6
610208,69375,5
610210,29390,3
610211,37500,4
610212,5790,4
610213,68400,5
610215,300,5
610216,50000,2
610217,24830,5
610218,4601,4
610219,12000,4
610220,4500,5
610221,25200,4
610223,20701,6
610224,38400,3
610226,16000,4
610229,12904,5
610231,11700,5
610232,62300,3
610233,16000,4
610235,6701,5
610238,197400,5
610239,7400,5
610240,29800,6
610241,68420,6
610242,75000,4
610243,24000,3
610245,36800,3
610247,48000,2
610248,43200,3
610249,63600,3
610250,33840,5
610251,46800,2
610254,45520,3
610255,41440,3
610256,45000,3
610257,35600,3
610259,40800,2
610263,36000,8
610264,61850,4
610265,36060,4
610267,95200,6
610269,76800,2
610270,56400,2
610272,41800,3
610273,38800,3
610274,68000,5
610275,80020,5
610276,59232,2
610279,26800,3
610281,14280,2
610282,68400,2
610283,51800,4
610284,92000,2
610285,1000,1
610286,3120,3
610289,40000,3
610291,75120,2
610292,10000,2
610294,10320,3
610295,79136,2
610296,84000,3
610297,23400,2
610300,60000,3
610301,2160,1
610302,88000,4
610303,32200,3
610304,58128,3
610305,6840,3
610307,13680,5
610309,4000,4
610310,7980,9
610312,46000,3
610314,5380,5
610315,2850,6
610316,4100,5
610318,900,2
610321,54440,4
610324,30800,4
610325,5710,2
610326,1360,4
610327,6220,4
610330,5100,2
610332,31800,3
610335,7930,4
610337,640,2
610339,270,2
610340,830,5
610341,56700,4
610348,12120,4
610349,50000,3
610350,21000,5
610351,27000,4
610356,47000,3
610358,59200,3
610364,39600,3
610366,78000,4
610370,50400,5
610372,19400,5
611120,30700,5
617048,18201,3
618738,18500,1
620002,17401,4
620003,77520,7
620004,175900,6
620005,117800,4
620007,199280,4
620008,74400,4
620009,24600,5
620010,5600,5
620011,31580,4
620012,98880,6
620013,8720,2
620014,46421,7
620015,27997,4
620016,65640,5
620017,54380,5
620018,28720,6
620020,28200,6
620021,21601,4
620022,79850,4
620023,5400,3
620024,37250,3
620026,58390,4
620027,37060,4
620028,56360,4
620029,3601,4
620030,34700,2
620032,7500,1
620033,6500,3
620034,19501,7
620035,48210,5
620036,4627,2
620037,71230,2
620038,36450,4
620039,18500,5
620040,37550,4
620041,14300,4
620043,15700,4
620044,14500,4
620045,26461,3
620046,26750,5
620047,18001,5
620048,12020,5
620049,14195,5
620050,39460,5
620051,2500,2
620052,11250,5
620053,5631,8
620055,13151,4
620058,24280,1
620059,420,7
620060,3400,6
620061,4090,6
620062,44801,3
620065,92390,4
620066,17111,5
620068,2800,2
620069,27961,4
620070,18741,4
620071,30400,5
620074,18300,4
620075,2500,4
620076,3900,5
620079,2500,5
620080,10200,6
620081,6000,4
620082,24600,3
620083,250,1
620085,67601,4
620086,2500,5
620087,7501,4
620090,7900,4
620091,2800,5
620093,1120,1
620094,55800,7
620095,2700,3
620096,4800,4
620097,4500,6
620100,5500,5
620101,3400,5
620103,36600,7
620104,6500,4
620105,6600,6
620109,7060,2
620110,500,1
620111,3340,2
620112,22200,5
620113,14970,2
620114,2365,5
620115,1100,5
620116,13870,7
620117,2400,2
620118,31980,6
620120,15110,6
620121,500,5
620123,22300,4
620124,3400,5
620125,6470,6
620126,22380,6
620127,8466,5
620128,5100,6
620130,1100,4
620131,7206,7
620132,3510,2
620133,56136,4
620134,3809,3
620135,4300,4
620137,14360,4
620138,4020,5
620139,3360,4
620141,10986,4
620142,53014,4
620143,56150,7
620144,5481,6
620145,40662,4
620147,54300,4
620149,13261,4
620150,93670,6
620152,76204,6
620153,37100,3
620154,42941,7
620155,28266,4
620156,22919,3
620157,53506,5
620158,40800,4
620159,27452,7
620160,84680,4
620161,34101,4
620162,76351,3
620163,60930,3
620164,119426,6
620165,53400,5
620167,103140,5
620168,63635,5
620170,25580,4
620171,50420,4
620173,35600,6
620175,14301,6
620176,55280,5
620177,37844,4
620178,17081,6
620179,2800,2
620180,22901,5
620181,2900,3
620182,108520,3
620183,37921,5
620184,11400,2
620186,15340,4
620187,22400,5
620188,20000,2
620189,25000,8
620190,45265,6
620191,42500,5
620192,11610,4
620193,30651,5
620194,3800,5
620196,84400,8
620198,18375,5
620199,13017,7
620200,40900,4
620205,19483,4
620206,30600,5
620209,1240,3
620210,18498,3
620211,13470,4
620214,9470,6
620215,19466,5
620216,9016,4
620218,116300,7
620221,5209,2
620224,89110,8
620225,11120,3
620227,18801,5
620228,8600,2
620229,9296,4
620230,36700,6
620231,22400,6
620232,30640,6
620233,41261,7
620234,12562,4
620235,4610,4
620236,56950,4
620239,31600,4
620240,74000,4
620241,49100,4
620242,30530,4
620244,48950,5
620245,51500,6
620246,5500,3
620247,71400,5
620248,89300,6
620249,6300,2
620250,300,1
620251,7700,3
620252,51670,4
620253,106080,8
620254,32830,5
620257,29700,7
620259,16953,3
620260,73670,6
620261,11880,4
620262,28300,5
620263,65201,9
620264,69400,6
620265,19100,8
620266,43600,5
620269,18400,6
620272,1600,8
620273,46530,4
620274,23741,6
620275,19200,5
620281,4400,5
620283,4000,6
620284,10200,6
620285,1830,5
620286,4900,6
620288,26455,3
620293,5000,4
620294,4100,5
620296,1000,4
620300,1975,6
620304,5200,3
620308,25560,6
620309,29300,6
620310,55409,6
620311,20480,6
620312,312042,3
620314,26980,4
620315,42011,4
620316,153826,5
620317,30870,3
620318,82831,5
620319,27696,4
620320,24011,4
620321,48200,4
620322,12360,4
620323,125691,6
620324,49091,4
620325,1049200,3
620326,51641,4
620327,9800,3
620328,10200,4
620329,59960,5
620330,159021,7
620331,29961,4
620332,38110,5
620333,41241,7
620335,30944,4
620336,55610,3
620337,18700,5
620339,4600,6
620340,5360,6
620341,89140,6
620344,5400,5
620345,9160,6
620350,57280,7
620352,17430,4
620353,25100,6
620354,5750,4
620355,23915,4
620358,7840,4
620359,2530,4
620360,23900,6
620361,16350,6
620362,13581,5
620364,42100,6
620366,24000,2
620370,1300,4
620374,37300,4
620381,4000,3
620383,7200,2
620386,1100,2
620388,40800,1
620389,35000,3
620390,18000,4
620393,27160,6
620394,80000,3
620395,25200,3
620396,500,3
620400,54400,3
620401,12130,3
620403,89700,6
620404,101780,6
620405,43561,7
620406,32430,3
620408,33616,3
620409,12890,3
620412,46993,7
620413,23181,4
620414,8360,4
620415,44530,6
620416,26800,5
620417,17300,5
620418,31601,2
620419,25700,4
620420,77560,4
620421,6800,8
620422,32900,6
620423,6190,5
620425,7000,6
620427,39510,3
620428,84456,4
620429,57450,7
620430,70100,8
620431,6300,2
620432,600,4
620433,6000,4
620434,42700,3
620435,17400,3
620436,32671,4
620437,45800,4
620438,55100,3
620439,400,5
620440,10930,3
620441,31825,3
620442,28400,7
620443,10500,2
620444,13000,5
620445,30311,4
620446,45500,9
620447,13800,2
620448,10300,4
620449,4000,6
620451,37440,3
620452,12100,7
620453,7200,7
620454,24800,5
620455,2720,2
620457,52396,4
620458,10751,4
620459,109203,6
620460,36950,4
620461,43201,3
620462,7750,4
620464,50461,5
620466,81081,9
620467,64731,4
620468,6801,6
620470,27901,5
620471,11500,5
620473,11949,5
620474,76301,3
620475,99901,2
620476,72000,4
620478,51231,6
620480,58581,6
620481,81902,4
620482,76261,4
620484,30401,6
620485,36000,7
620486,4400,5
620488,27900,8
620489,3600,4
620490,5500,6
620491,38120,2
620493,201420,4
620494,10050,4
620495,36140,2
620496,9000,6
620499,72500,6
620500,86700,4
620501,5200,4
620502,28800,2
620503,18900,6
620504,2550,2
620505,4680,6
620507,65250,5
